prog,down_samp_thres,seed,ex.sig,gt.sig,sim
mSigHdp,no_down_samp,145879,hdp.29,SBS4,0.985
mSigHdp,no_down_samp,145879,hdp.9,SBS5,0.995
mSigHdp,no_down_samp,145879,hdp.25,SBS7a,0.974
mSigHdp,no_down_samp,145879,hdp.6,SBS7c,0.994
mSigHdp,no_down_samp,145879,hdp.13,SBS7d,0.987
mSigHdp,no_down_samp,145879,hdp.20,SBS8,0.991
mSigHdp,no_down_samp,145879,hdp.22,SBS9,0.994
mSigHdp,no_down_samp,145879,hdp.2,SBS12,0.98
mSigHdp,no_down_samp,145879,hdp.3,SBS13,0.999
mSigHdp,no_down_samp,145879,hdp.17,SBS16,0.955
mSigHdp,no_down_samp,145879,hdp.7,SBS17a,0.994
mSigHdp,no_down_samp,145879,hdp.5,SBS17b,0.997
mSigHdp,no_down_samp,145879,hdp.26,SBS18,0.996
mSigHdp,no_down_samp,145879,hdp.19,SBS22,0.989
mSigHdp,no_down_samp,145879,hdp.18,SBS28,0.975
mSigHdp,no_down_samp,145879,hdp.35,SBS29,0.969
mSigHdp,no_down_samp,145879,hdp.15,SBS34,0.988
mSigHdp,no_down_samp,145879,hdp.37,SBS36,0.998
mSigHdp,no_down_samp,145879,hdp.14,SBS37,0.995
mSigHdp,no_down_samp,145879,hdp.31,SBS38,0.99
mSigHdp,no_down_samp,145879,hdp.28,SBS40,0.994
mSigHdp,no_down_samp,145879,hdp.36,SBS41,0.992
mSigHdp,no_down_samp,145879,hdp.32,SBS44,0.988
mSigHdp,10k,200437,hdp.1,SBS1,0.999
mSigHdp,10k,200437,hdp.2,SBS2,0.998
mSigHdp,10k,200437,hdp.3,SBS13,1
mSigHdp,10k,200437,hdp.4,SBS5,0.998
mSigHdp,10k,200437,hdp.5,SBS17b,0.998
mSigHdp,10k,200437,hdp.6,SBS17a,0.997
mSigHdp,10k,200437,hdp.7,SBS40,0.998
mSigHdp,10k,200437,hdp.8,SBS7c,0.998
mSigHdp,10k,200437,hdp.9,SBS7d,0.999
mSigHdp,10k,200437,hdp.12,SBS8,0.989
mSigHdp,10k,200437,hdp.13,SBS3,0.99
mSigHdp,10k,200437,hdp.14,SBS29,0.982
mSigHdp,10k,200437,hdp.15,SBS18,0.996
mSigHdp,10k,200437,hdp.16,SBS26,0.989
mSigHdp,10k,200437,hdp.17,SBS28,0.986
mSigHdp,10k,200437,hdp.18,SBS34,0.989
mSigHdp,10k,200437,hdp.19,SBS36,0.997
mSigHdp,10k,200437,hdp.20,SBS44,0.996
mSigHdp,10k,200437,hdp.21,SBS37,0.996
mSigHdp,10k,200437,hdp.22,SBS9,0.995
mSigHdp,10k,200437,hdp.23,SBS12,0.997
mSigHdp,10k,200437,hdp.24,SBS4,0.995
mSigHdp,10k,200437,hdp.25,SBS7b,0.979
mSigHdp,10k,200437,hdp.26,SBS22,0.99
mSigHdp,10k,200437,hdp.27,SBS41,0.99
mSigHdp,10k,200437,hdp.28,SBS16,0.972
mSigHdp,10k,310111,hdp.1,SBS1,0.999
mSigHdp,10k,310111,hdp.2,SBS2,0.997
mSigHdp,10k,310111,hdp.3,SBS13,1
mSigHdp,10k,310111,hdp.4,SBS40,0.998
mSigHdp,10k,310111,hdp.5,SBS17a,0.997
mSigHdp,10k,310111,hdp.6,SBS17b,0.998
mSigHdp,10k,310111,hdp.7,SBS5,0.998
mSigHdp,10k,310111,hdp.8,SBS7c,0.998
mSigHdp,10k,310111,hdp.9,SBS3,0.99
mSigHdp,10k,310111,hdp.10,SBS34,0.989
mSigHdp,10k,310111,hdp.11,SBS22,0.991
mSigHdp,10k,310111,hdp.12,SBS9,0.996
mSigHdp,10k,310111,hdp.13,SBS26,0.988
mSigHdp,10k,310111,hdp.14,SBS37,0.996
mSigHdp,10k,310111,hdp.15,SBS7d,0.999
mSigHdp,10k,310111,hdp.16,SBS44,0.996
mSigHdp,10k,310111,hdp.17,SBS28,0.99
mSigHdp,10k,310111,hdp.18,SBS8,0.99
mSigHdp,10k,310111,hdp.19,SBS36,0.997
mSigHdp,10k,310111,hdp.20,SBS12,0.997
mSigHdp,10k,310111,hdp.23,SBS18,0.995
mSigHdp,10k,310111,hdp.24,SBS4,0.997
mSigHdp,10k,310111,hdp.26,SBS29,0.983
mSigHdp,10k,310111,hdp.27,SBS41,0.99
mSigHdp,10k,310111,hdp.28,SBS16,0.972
mSigHdp,10k,310111,hdp.29,SBS7b,0.984
mSigHdp,10k,528401,hdp.1,SBS1,1
mSigHdp,10k,528401,hdp.2,SBS2,0.996
mSigHdp,10k,528401,hdp.3,SBS13,1
mSigHdp,10k,528401,hdp.4,SBS5,0.998
mSigHdp,10k,528401,hdp.5,SBS40,0.997
mSigHdp,10k,528401,hdp.6,SBS17b,0.998
mSigHdp,10k,528401,hdp.7,SBS17a,0.996
mSigHdp,10k,528401,hdp.8,SBS16,0.959
mSigHdp,10k,528401,hdp.9,SBS28,0.988
mSigHdp,10k,528401,hdp.10,SBS3,0.989
mSigHdp,10k,528401,hdp.12,SBS7d,0.999
mSigHdp,10k,528401,hdp.13,SBS8,0.989
mSigHdp,10k,528401,hdp.14,SBS36,0.997
mSigHdp,10k,528401,hdp.15,SBS7c,0.998
mSigHdp,10k,528401,hdp.16,SBS44,0.995
mSigHdp,10k,528401,hdp.18,SBS18,0.996
mSigHdp,10k,528401,hdp.19,SBS22,0.99
mSigHdp,10k,528401,hdp.20,SBS9,0.995
mSigHdp,10k,528401,hdp.21,SBS34,0.989
mSigHdp,10k,528401,hdp.22,SBS4,0.996
mSigHdp,10k,528401,hdp.23,SBS37,0.996
mSigHdp,10k,528401,hdp.24,SBS26,0.988
mSigHdp,10k,528401,hdp.25,SBS12,0.997
mSigHdp,10k,528401,hdp.26,SBS41,0.99
mSigHdp,10k,528401,hdp.27,SBS29,0.984
mSigHdp,10k,1076753,hdp.1,SBS1,0.999
mSigHdp,10k,1076753,hdp.2,SBS2,0.997
mSigHdp,10k,1076753,hdp.3,SBS5,0.998
mSigHdp,10k,1076753,hdp.4,SBS13,1
mSigHdp,10k,1076753,hdp.5,SBS17a,0.997
mSigHdp,10k,1076753,hdp.6,SBS17b,0.997
mSigHdp,10k,1076753,hdp.7,SBS40,0.997
mSigHdp,10k,1076753,hdp.9,SBS28,0.988
mSigHdp,10k,1076753,hdp.10,SBS9,0.995
mSigHdp,10k,1076753,hdp.11,SBS36,0.997
mSigHdp,10k,1076753,hdp.12,SBS7d,0.998
mSigHdp,10k,1076753,hdp.13,SBS22,0.991
mSigHdp,10k,1076753,hdp.15,SBS3,0.99
mSigHdp,10k,1076753,hdp.16,SBS29,0.985
mSigHdp,10k,1076753,hdp.17,SBS44,0.996
mSigHdp,10k,1076753,hdp.18,SBS26,0.989
mSigHdp,10k,1076753,hdp.19,SBS12,0.997
mSigHdp,10k,1076753,hdp.20,SBS18,0.995
mSigHdp,10k,1076753,hdp.21,SBS7c,0.998
mSigHdp,10k,1076753,hdp.22,SBS4,0.994
mSigHdp,10k,1076753,hdp.23,SBS8,0.989
mSigHdp,10k,1076753,hdp.24,SBS37,0.995
mSigHdp,10k,1076753,hdp.25,SBS34,0.989
mSigHdp,10k,1076753,hdp.26,SBS41,0.989
SigProfilerExtractor,no_down_samp,200437,SBS96A,SBS7b,0.904
SigProfilerExtractor,no_down_samp,200437,SBS96B,SBS3,0.914
SigProfilerExtractor,no_down_samp,200437,SBS96C,SBS2,0.998
SigProfilerExtractor,no_down_samp,200437,SBS96D,SBS12,0.913
SigProfilerExtractor,no_down_samp,200437,SBS96F,SBS4,0.914
SigProfilerExtractor,no_down_samp,200437,SBS96G,SBS44,0.98
SigProfilerExtractor,no_down_samp,200437,SBS96H,SBS18,0.98
SigProfilerExtractor,no_down_samp,200437,SBS96I,SBS1,0.999
SigProfilerExtractor,no_down_samp,200437,SBS96J,SBS17b,1
SigProfilerExtractor,no_down_samp,200437,SBS96L,SBS13,1
SigProfilerExtractor,no_down_samp,200437,SBS96M,SBS17a,1
SigProfilerExtractor,no_down_samp,310111,SBS96A,SBS7a,0.927
SigProfilerExtractor,no_down_samp,310111,SBS96B,SBS7b,0.986
SigProfilerExtractor,no_down_samp,310111,SBS96C,SBS2,0.999
SigProfilerExtractor,no_down_samp,310111,SBS96E,SBS4,0.988
SigProfilerExtractor,no_down_samp,310111,SBS96F,SBS40,0.923
SigProfilerExtractor,no_down_samp,310111,SBS96G,SBS3,0.904
SigProfilerExtractor,no_down_samp,310111,SBS96H,SBS1,1
SigProfilerExtractor,no_down_samp,310111,SBS96I,SBS44,0.992
SigProfilerExtractor,no_down_samp,310111,SBS96J,SBS12,0.99
SigProfilerExtractor,no_down_samp,310111,SBS96K,SBS17b,1
SigProfilerExtractor,no_down_samp,310111,SBS96L,SBS13,1
SigProfilerExtractor,no_down_samp,310111,SBS96M,SBS36,0.978
SigProfilerExtractor,no_down_samp,310111,SBS96N,SBS7c,0.987
SigProfilerExtractor,no_down_samp,310111,SBS96O,SBS17a,1
SigProfilerExtractor,no_down_samp,310111,SBS96P,SBS9,0.903
SigProfilerExtractor,no_down_samp,310111,SBS96Q,SBS7d,0.978
SigProfilerExtractor,no_down_samp,310111,SBS96R,SBS22,0.984
SigProfilerExtractor,no_down_samp,528401,SBS96A,SBS7b,0.907
SigProfilerExtractor,no_down_samp,528401,SBS96B,SBS3,0.915
SigProfilerExtractor,no_down_samp,528401,SBS96C,SBS2,0.998
SigProfilerExtractor,no_down_samp,528401,SBS96D,SBS12,0.909
SigProfilerExtractor,no_down_samp,528401,SBS96F,SBS4,0.919
SigProfilerExtractor,no_down_samp,528401,SBS96G,SBS44,0.981
SigProfilerExtractor,no_down_samp,528401,SBS96H,SBS1,0.999
SigProfilerExtractor,no_down_samp,528401,SBS96I,SBS18,0.981
SigProfilerExtractor,no_down_samp,528401,SBS96J,SBS17b,1
SigProfilerExtractor,no_down_samp,528401,SBS96L,SBS13,1
SigProfilerExtractor,no_down_samp,528401,SBS96M,SBS17a,1
SigProfilerExtractor,no_down_samp,1076753,SBS96A,SBS7b,0.906
SigProfilerExtractor,no_down_samp,1076753,SBS96B,SBS3,0.915
SigProfilerExtractor,no_down_samp,1076753,SBS96C,SBS2,0.998
SigProfilerExtractor,no_down_samp,1076753,SBS96D,SBS12,0.911
SigProfilerExtractor,no_down_samp,1076753,SBS96F,SBS4,0.917
SigProfilerExtractor,no_down_samp,1076753,SBS96G,SBS44,0.981
SigProfilerExtractor,no_down_samp,1076753,SBS96H,SBS18,0.98
SigProfilerExtractor,no_down_samp,1076753,SBS96I,SBS1,0.999
SigProfilerExtractor,no_down_samp,1076753,SBS96J,SBS17b,1
SigProfilerExtractor,no_down_samp,1076753,SBS96K,SBS7c,0.902
SigProfilerExtractor,no_down_samp,1076753,SBS96L,SBS13,1
SigProfilerExtractor,no_down_samp,1076753,SBS96M,SBS17a,1
SigProfilerExtractor,no_down_samp,145879,SBS96A,SBS7b,0.936
SigProfilerExtractor,no_down_samp,145879,SBS96C,SBS2,0.996
SigProfilerExtractor,no_down_samp,145879,SBS96D,SBS12,0.903
SigProfilerExtractor,no_down_samp,145879,SBS96E,SBS4,0.913
SigProfilerExtractor,no_down_samp,145879,SBS96F,SBS44,0.961
SigProfilerExtractor,no_down_samp,145879,SBS96G,SBS1,0.998
SigProfilerExtractor,no_down_samp,145879,SBS96H,SBS18,0.978
SigProfilerExtractor,no_down_samp,145879,SBS96I,SBS7c,0.907
SigProfilerExtractor,no_down_samp,145879,SBS96J,SBS17b,1
SigProfilerExtractor,no_down_samp,145879,SBS96K,SBS13,1
SigProfilerExtractor,no_down_samp,145879,SBS96L,SBS17a,1
